表章項目_code,表章項目,国籍・地域_code,国籍・地域,港_code,港,時間軸(年次)_code,時間軸(年次),unit,value
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52350,長崎,2018000000,2018年,人,42
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52350,長崎,2017000000,2017年,人,143
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52350,長崎,2016000000,2016年,人,157
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2024000000,2024年,人,11
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2019000000,2019年,人,19
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2018000000,2018年,人,71
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2017000000,2017年,人,6
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52370,佐世保,2016000000,2016年,人,2
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52470,八代,2024000000,2024年,人,4
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52470,八代,2019000000,2019年,人,1
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52470,八代,2018000000,2018年,人,13
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52470,八代,2017000000,2017年,人,19
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52470,八代,2016000000,2016年,人,1
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52620,関門(門司),2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52620,関門(門司),2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52620,関門(門司),2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52620,関門(門司),2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52630,関門(戸畑),2019000000,2019年,人,4
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52630,関門(戸畑),2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52630,関門(戸畑),2017000000,2017年,人,10
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52630,関門(戸畑),2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2024000000,2024年,人,7
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2023000000,2023年,人,14
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2020000000,2020年,人,1
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2019000000,2019年,人,145
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2018000000,2018年,人,32
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2017000000,2017年,人,19
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52670,鹿児島,2016000000,2016年,人,6
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52700,細島,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52710,油津,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2024000000,2024年,人,68
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2023000000,2023年,人,12
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2020000000,2020年,人,4
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2019000000,2019年,人,446
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2018000000,2018年,人,320
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2017000000,2017年,人,116
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52860,那覇,2016000000,2016年,人,264
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2024000000,2024年,人,7
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2019000000,2019年,人,6
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2018000000,2018年,人,5
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2017000000,2017年,人,15
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52890,平良,2016000000,2016年,人,8
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2024000000,2024年,人,49
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2023000000,2023年,人,22
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2019000000,2019年,人,36
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2018000000,2018年,人,5
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2017000000,2017年,人,6
420,船舶観光上陸許可を受けた外国人,50770,オランダ,52900,石垣,2016000000,2016年,人,15
420,船舶観光上陸許可を受けた外国人,50770,オランダ,53020,金武中城,2020000000,2020年,人,3
420,船舶観光上陸許可を受けた外国人,50770,オランダ,53020,金武中城,2019000000,2019年,人,2
420,船舶観光上陸許可を受けた外国人,50770,オランダ,53020,金武中城,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,53020,金武中城,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50770,オランダ,53020,金武中城,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2024000000,2024年,人,96
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2023000000,2023年,人,54
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2020000000,2020年,人,4
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2019000000,2019年,人,138
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2018000000,2018年,人,218
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2017000000,2017年,人,192
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50000,総数,2016000000,2016年,人,146
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50130,釧路,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50130,釧路,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50160,小樽,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50170,室蘭,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50170,室蘭,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50170,室蘭,2016000000,2016年,人,8
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50180,函館,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50180,函館,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50180,函館,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50180,函館,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50320,青森,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50320,青森,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50380,秋田船川,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50580,東京,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50580,東京,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50580,東京,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50580,東京,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50600,新潟,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50740,横浜,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50850,清水,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,50980,名古屋,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51090,金沢,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51090,金沢,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51090,金沢,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51090,金沢,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51270,大阪,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51270,大阪,2019000000,2019年,人,12
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51270,大阪,2018000000,2018年,人,4
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51270,大阪,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51270,大阪,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51280,舞鶴,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51280,舞鶴,2019000000,2019年,人,2
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51280,舞鶴,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2024000000,2024年,人,34
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2019000000,2019年,人,20
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2017000000,2017年,人,4
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51410,神戸,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51530,高知,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51530,高知,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51530,高知,2017000000,2017年,人,7
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51530,高知,2016000000,2016年,人,6
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51810,広島,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51810,広島,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51810,広島,2018000000,2018年,人,5
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51810,広島,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51810,広島,2016000000,2016年,人,3
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2018000000,2018年,人,10
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,51880,境,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2019000000,2019年,人,11
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2018000000,2018年,人,2
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52170,関門(下関),2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2024000000,2024年,人,14
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2023000000,2023年,人,31
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2020000000,2020年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2019000000,2019年,人,36
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2018000000,2018年,人,26
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2017000000,2017年,人,20
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52310,博多,2016000000,2016年,人,15
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52340,唐津,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52340,唐津,2018000000,2018年,人,3
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2024000000,2024年,人,18
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2019000000,2019年,人,13
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2018000000,2018年,人,70
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2017000000,2017年,人,88
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52350,長崎,2016000000,2016年,人,60
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2024000000,2024年,人,10
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2018000000,2018年,人,20
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52370,佐世保,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52470,八代,2024000000,2024年,人,3
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52470,八代,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52470,八代,2018000000,2018年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52470,八代,2017000000,2017年,人,26
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52470,八代,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52620,関門(門司),2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52620,関門(門司),2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52620,関門(門司),2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52620,関門(門司),2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52630,関門(戸畑),2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52630,関門(戸畑),2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52630,関門(戸畑),2017000000,2017年,人,3
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52630,関門(戸畑),2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2024000000,2024年,人,2
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2023000000,2023年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2019000000,2019年,人,16
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2018000000,2018年,人,5
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52670,鹿児島,2016000000,2016年,人,2
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52700,細島,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52710,油津,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2024000000,2024年,人,10
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2020000000,2020年,人,2
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2019000000,2019年,人,24
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2018000000,2018年,人,64
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2017000000,2017年,人,43
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52860,那覇,2016000000,2016年,人,43
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2024000000,2024年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2019000000,2019年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2018000000,2018年,人,6
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2017000000,2017年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52890,平良,2016000000,2016年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2024000000,2024年,人,4
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2023000000,2023年,人,22
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2019000000,2019年,人,3
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2018000000,2018年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,52900,石垣,2016000000,2016年,人,8
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,53020,金武中城,2020000000,2020年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,53020,金武中城,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,53020,金武中城,2018000000,2018年,人,1
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,53020,金武中城,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50780,ノルウェー,53020,金武中城,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2024000000,2024年,人,112
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2023000000,2023年,人,10
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2020000000,2020年,人,43
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2019000000,2019年,人,185
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2018000000,2018年,人,203
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2017000000,2017年,人,154
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50000,総数,2016000000,2016年,人,143
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50130,釧路,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50130,釧路,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50160,小樽,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50170,室蘭,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50170,室蘭,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50170,室蘭,2016000000,2016年,人,6
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50180,函館,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50180,函館,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50180,函館,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50180,函館,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50320,青森,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50320,青森,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50380,秋田船川,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50580,東京,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50580,東京,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50580,東京,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50580,東京,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50600,新潟,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2019000000,2019年,人,58
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2017000000,2017年,人,2
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50740,横浜,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50850,清水,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,50980,名古屋,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51090,金沢,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51090,金沢,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51090,金沢,2018000000,2018年,人,10
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51090,金沢,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51270,大阪,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51270,大阪,2019000000,2019年,人,2
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51270,大阪,2018000000,2018年,人,1
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51270,大阪,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51270,大阪,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51280,舞鶴,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51280,舞鶴,2019000000,2019年,人,4
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51280,舞鶴,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2024000000,2024年,人,16
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2020000000,2020年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2018000000,2018年,人,2
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2017000000,2017年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51410,神戸,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51530,高知,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51530,高知,2018000000,2018年,人,2
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51530,高知,2017000000,2017年,人,5
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51530,高知,2016000000,2016年,人,10
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51810,広島,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51810,広島,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51810,広島,2018000000,2018年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51810,広島,2017000000,2017年,人,11
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51810,広島,2016000000,2016年,人,1
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2019000000,2019年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2018000000,2018年,人,1
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2017000000,2017年,人,2
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,51880,境,2016000000,2016年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,52170,関門(下関),2024000000,2024年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,52170,関門(下関),2023000000,2023年,人,0
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,52170,関門(下関),2019000000,2019年,人,10
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,52170,関門(下関),2018000000,2018年,人,7
420,船舶観光上陸許可を受けた外国人,50790,ポーランド,52170,関門(下関),2017000000,2017年,人,0
